segid,segstart,segend,verbatim,intended
29mb_089,524.57,528.75,so like s some small like changes like that i think w would be d d different,so like some small like changes like that i think would be different
29mb_091,531.44,531.74,mhm,mhm
29mb_092,541.6,561.54,i would tell them um i would tell them that you know s s sometimes you know one of the most important um parts of a a uh th th th therapy s session is just the the uh the c counseling uh s uh side,i would tell them that you know sometimes you know one of the most important parts of a therapy session is just the counseling side
29mb_093,561.56,567.95,so you know to n you know not be afraid to like uh um go g go off uh s script,so you know to you know not be afraid to like go off script
29mb_094,567.95,573.15,and you know sometimes that client could be h having a uh b bad day,and you know sometimes that client could be having a bad day
29mb_095,573.72,578.56,and y you know they don't wanna w w w work on you know techniques,and you know they don't wanna work on you know techniques
29mb_096,578.56,581.12,or you know whatever y you might have planned for them,or you know whatever you might have planned for them
29mb_097,581.54,582.73,so i think um,so i think
29mb_098,582.74,585.52,so sometimes it's o i it's okay to go off script,so sometimes it's okay to go off script
29mb_099,586.03,591.32,you know l let and le let them like g get w w w w whatever they have to g g get off their chest,you know and let them like get whatever they have to get off their chest
29mb_100,591.6,594.71,um i think that's uh a p p p p positive thing,i think that's a positive thing
29mb_101,594.71,606.9,and i don't think you know um you know you need to fe f feel you know that you're f f f f f falling be be be be behind sche sche sche schedule,and i don't think you know you know you need to feel you know that you're falling behind schedule
29mb_102,606.91,607.32,because,because
29mb_103,607.54,609.37,'cause it's all incorporated,'cause it's all incorporated
29mb_104,609.49,613.08,in the um in the th therapeutic process,in the therapeutic process
29mb_105,613.68,615.47,uh towards achieving that client's goal,towards achieving that client's goal
29mb_106,619.66,620.01,mhm,mhm
29mc_000,12.55,19.01,um historically my stuttering has uh prevented me or held me back,historically my stuttering has prevented me or held me back
29mc_001,19.71,27.04,in um s school activities uh public activities um,in school activities public activities
29mc_002,27.88,32.26,i've always been pretty open with my f family,i've always been pretty open with my family
29mc_003,32.66,42.9,and f friends but not about my stuttering uh uh it's always been a a taboo like topic,and friends but not about my stuttering it's always been a taboo like topic
29mc_004,43.55,46.54,um but um,but
29mc_005,47.9,52.64,recently uh i've been a part of the nsa,recently i've been a part of the nsa
29mc_006,53.14,63.89,and uh it's it's been opening up this n new world of acceptance to me,and it's been opening up this new world of acceptance to me
29mc_007,63.93,69.78,um t to where i i now kind of put myself out there more,to where i now kind of put myself out there more
29mc_008,69.81,81.14,and um d d don't let the fact that i s s s stutter kinda s s s shape the way i am um,and don't let the fact that i stutter kinda shape the way i am
29mc_009,81.98,94.69,and then um taking a bigger part in the nsa as a chapter l leader has really kind of pushed me m more in the in the direction of acceptance,and then taking a bigger part in the nsa as a chapter leader has really kind of pushed me more in the direction of acceptance
